spam,text
FALSE,K..k:)how much does it cost?
FALSE,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
FALSE,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
FALSE,Convey my regards to him
FALSE,Don know. I did't msg him recently.
FALSE,"Theoretically yeah, he could be able to come"
FALSE,Match started.india  &lt;#&gt;  for 2
FALSE,Got meh... When?
FALSE,"Sorry, I can't help you on this."
TRUE,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
FALSE,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
FALSE,Otherwise had part time job na-tuition..
TRUE,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
FALSE,That's a shame! Maybe cld meet for few hrs tomo?
FALSE,Idea will soon get converted to live:)
FALSE,So what did the bank say about the money?
FALSE,"Aight, let me know when you're gonna be around usf"
TRUE,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
FALSE,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.
FALSE,Ok can...
FALSE,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
FALSE,"Haha I heard that, text me when you're around"
FALSE,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
FALSE,"Goodnight, sleep well da please take care pa. Please."
FALSE,"Kate jackson rec center before 7ish, right?"
FALSE,Den wat will e schedule b lk on sun?
FALSE,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
FALSE,Oh wow thats gay. Will firmware update help
FALSE,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
FALSE,Just sleeping..and surfing
FALSE,Send me the new number
FALSE,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
FALSE,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
FALSE,Hey r Ì_ still online? I've finished the formatting...
FALSE,Really? I crashed out cuddled on my sofa.
FALSE,Haha i think i did too
FALSE,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then...
FALSE,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u
FALSE,No problem. Talk to you later
FALSE,Are you angry with me. What happen dear
FALSE,Dont show yourself. How far. Put new pictures up on facebook.
TRUE,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117
TRUE,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X"
FALSE,aathi..where are you dear..
FALSE,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
FALSE,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
TRUE,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ
FALSE,Nope i'll come online now..
FALSE,U repeat e instructions again. Wat's e road name of ur house?
TRUE,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
FALSE,Uhhhhrmm isnt having tb test bad when youre sick
FALSE,"Haven't seen my facebook, huh? Lol!"
FALSE,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
FALSE,"K, I might come by tonight then if my class lets out early"
FALSE,Dude just saw a parked car with its sunroof popped up. Sux
FALSE,I meant middle left or right?
FALSE,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
TRUE,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
FALSE,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
FALSE,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
FALSE,Have you got Xmas radio times. If not i will get it now
FALSE,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
FALSE,Have a good evening! Ttyl
FALSE,Hey... are you going to quit soon? Xuhui and i working till end of the month
FALSE,Well I might not come then...
TRUE,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
FALSE,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
FALSE,"Yes, my reg is  Ciao!"
FALSE,Ok i vl..do u know i got adsense approved..
FALSE,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
FALSE,Aight sorry I take ten years to shower. What's the plan?
FALSE,Gud mrng dear hav a nice day
FALSE,We have all rounder:)so not required:)
TRUE,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity
FALSE,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
FALSE,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?"
FALSE,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
FALSE,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
TRUE,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
FALSE,I doubt you could handle 5 times per night in any case...
FALSE,Ok anyway no need to change with what you said
FALSE,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
FALSE,I had askd u a question some hours before. Its answer
FALSE,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
FALSE,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
FALSE,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
TRUE,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
FALSE,Just taste fish curry :-P
FALSE,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
FALSE,Dear good morning how you feeling dear
FALSE,"aight we can pick some up, you open before tonight?"
FALSE,There are no other charges after transfer charges and you can withdraw anyhow you like
FALSE,You need to get up. Now.
FALSE,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
FALSE,Shall i start from hear.
FALSE,ELLO BABE U OK?
FALSE,Its a great day. Do have yourself a beautiful one.
TRUE,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
FALSE,Ok lor.
FALSE,How did you find out in a way that didn't include all of these details
FALSE,S..antha num corrct dane
FALSE,Customer place i will call you
FALSE,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.
FALSE,Just buy a pizza. Meat lovers or supreme. U get to pick.
FALSE,You didnt complete your gist oh.
FALSE,At WHAT TIME should i come tomorrow
FALSE,Sir send to group mail check it.
FALSE,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
TRUE,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more
FALSE,May i call You later Pls
FALSE,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
FALSE,Nvm take ur time.
FALSE,Ok.ok ok..then..whats ur todays plan
FALSE,You should get more chicken broth if you want ramen unless there's some I don't know about
FALSE,Great. P diddy is my neighbor and comes for toothpaste every morning
FALSE,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
FALSE,X course it 2yrs. Just so her messages on messenger lik you r sending me
TRUE,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
FALSE,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
FALSE,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!"
TRUE,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
FALSE,Life style garments account no please.
FALSE,"Goodmorning, today i am late for 2hrs. Because of back pain."
FALSE,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
FALSE,Yes princess! I want to make you happy...
FALSE,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
FALSE,Aiyah u did ok already lar. E nydc at wheellock?
FALSE,K..k.:)congratulation ..
FALSE,Haven't left yet so probably gonna be here til dinner
FALSE,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
TRUE,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
FALSE,You dont know you jabo me abi.
TRUE,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
FALSE,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
FALSE,How are you holding up?
TRUE,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
FALSE,Hey mate. Spoke to the mag people. We‰Û÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
FALSE,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
FALSE,on hen night. Going with a swing
FALSE,And several to you sir.
FALSE,Do u still have plumbers tape and a wrench we could borrow?
FALSE,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
FALSE,Webpage s not available!
FALSE,"Its ok, if anybody asks abt me, u tel them..:-P"
FALSE,What you need. You have a person to give na.
FALSE,"Aight will do, thanks again for comin out"
FALSE,U too...
FALSE,Also that chat was awesome but don't make it regular unless you can see her in person
TRUE,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.
FALSE,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
FALSE,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
FALSE,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
FALSE,Is xy going 4 e lunch?
FALSE,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
FALSE,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
TRUE,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
FALSE,Havent shopping now lor i juz arrive only
FALSE,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
FALSE,Thanks for this hope you had a good day today
FALSE,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
TRUE,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL
TRUE,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
FALSE,You will be in the place of that man
FALSE,When Ì_ login dat time... Dad fetching Ì_ home now?
FALSE,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
FALSE,Nice talking to you! please dont forget my pix :) i want to see all of you...
FALSE,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
FALSE,So no messages. Had food?
FALSE,R u still working now?
FALSE,"Yeah sure, give me a couple minutes to track down my wallet"
FALSE,"Good stuff, will do."
TRUE,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
FALSE,Kallis wont bat in 2nd innings.
FALSE,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..
FALSE,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
TRUE,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
FALSE,If You mean the website. Yes.
TRUE,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
FALSE,"No, but you told me you were going, before you got drunk!"
FALSE,Ok... Let u noe when i leave my house.
FALSE,If you're thinking of lifting me one then no.
FALSE,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""""
FALSE,Lol its ok I didn't remember til last nite
FALSE,You are not bothering me but you have to trust my answers. Pls.
FALSE,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
TRUE,You have an important customer service announcement from PREMIER.
TRUE,Adult 18 Content Your video will be with you shortly
TRUE,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
FALSE,Total video converter free download type this in google search:)
FALSE,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
FALSE,Tmr timin still da same wat cos i got lesson until 6...
FALSE,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
FALSE,And popping &lt;#&gt; ibuprofens was no help.
FALSE,Ok. No wahala. Just remember that a friend in need ...
TRUE,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
TRUE,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
FALSE,Actually i'm waiting for 2 weeks when they start putting ad.
FALSE,Dear i have reache room
FALSE,I will be outside office take all from there
FALSE,"K, want us to come by now?"
FALSE,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
FALSE,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ‰Û_
FALSE,"Sorry, I'll call you  later. I am in meeting sir."
TRUE,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
FALSE,:( but your not here....
FALSE,"Sure, whenever you show the fuck up &gt;:("
TRUE,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
TRUE,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
TRUE,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
FALSE,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
FALSE,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
FALSE,Lol u still feeling sick?
FALSE,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
FALSE,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?
FALSE,meet you in corporation st outside gap ‰Û_ you can see how my mind is working!
FALSE,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
TRUE,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
TRUE,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
FALSE,Yup
FALSE,"Aight, tomorrow around  &lt;#&gt;  it is"
FALSE,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
FALSE,Thanx a lot 4 ur help!
FALSE,Bring it if you got it
FALSE,Arun can u transfr me d amt
TRUE,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
FALSE,Cramps stopped. Going back to sleep
TRUE,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
FALSE,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
FALSE,ALSO TELL HIM I SAID HAPPY BIRTHDAY
FALSE,"Sorry, I can't help you on this."
FALSE,Ok lar... Joking wif u oni...
FALSE,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
FALSE,Did you get any gift? This year i didnt get anything. So bad
FALSE,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
FALSE,Nope i waiting in sch 4 daddy...
FALSE,"Not sure yet, still trying to get a hold of him"
FALSE,In which place do you want da.
FALSE,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
FALSE,Now only i reached home. . . I am very tired now. . I will come tomorro
TRUE,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
FALSE,Lol yes. But it will add some spice to your day.
FALSE,In da car park
FALSE,S now only i took tablets . Reaction morning only.
TRUE,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
FALSE,Take us out shopping and Mark will distract Isaiah.=D
FALSE,How much for an eighth?
TRUE,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
FALSE,"Didn't try, g and I decided not to head out"
FALSE,I think the other two still need to get cash but we can def be ready by 9
FALSE,Probably a couple hours tops
FALSE,Thanx 4 sending me home...
FALSE,I'm not coming home 4 dinner.
FALSE,"Sorry, I'll call later  &lt;#&gt; mins"
FALSE,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n"
FALSE,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
FALSE,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...
FALSE,You said not now. No problem. When you can. Let me know.
FALSE,Wat's my dear doing? Sleeping ah?
FALSE,Will purchase d stuff today and mail to you. Do you have a po box number?
TRUE,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
FALSE,Are you this much buzy
FALSE,I knew it... U slept v late yest? Wake up so late...
FALSE,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
FALSE,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
FALSE,Its worse if if uses half way then stops. Its better for him to complete it.
FALSE,Cant think of anyone with * spare room off * top of my head
FALSE,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
TRUE,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
TRUE,Please CALL 08712402972 immediately as there is an urgent message waiting for you
FALSE,Now thats going to ruin your thesis!
TRUE,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
TRUE,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
FALSE,K.:)do it at evening da:)urgent:)
FALSE,Then why no one talking to me
FALSE,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
FALSE,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
FALSE,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?
FALSE,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
FALSE,ÌÏ v ma fan...
FALSE,i dnt wnt to tlk wid u
FALSE,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
FALSE,Oh yeah clearly it's my fault
TRUE,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
TRUE,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
FALSE,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
FALSE,It vl bcum more difficult..
FALSE,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight"""
FALSE,They will pick up and drop in car.so no problem..
FALSE,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
FALSE,Ok. Very good. Its all about making that money.
FALSE,Now i'm going for lunch.
FALSE,Send me your resume:-)
FALSE,Is it your yahoo boys that bring in the perf? Or legal.
FALSE,He also knows about lunch menu only da. . I know
TRUE,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
FALSE,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
FALSE,i can call in  &lt;#&gt;  min if thats ok
FALSE,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
FALSE,"Wat time liao, where still got."
FALSE,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
FALSE,What Today-sunday..sunday is holiday..so no work..
FALSE,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
FALSE,Whens your radio show?
FALSE,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
TRUE,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
FALSE,"Some friends want me to drive em someplace, probably take a while"
FALSE,"That‰Û÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
TRUE,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
FALSE,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
TRUE,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
FALSE,"It's that time of the week again, ryan"
FALSE,Okay same with me. Well thanks for the clarification
FALSE,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
FALSE,Should I have picked up a receipt or something earlier
FALSE,"That's very rude, you on campus?"
FALSE,You also didnt get na hi hi hi hi hi
FALSE,Then she dun believe wat?
FALSE,Lemme know when you're here
FALSE,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
FALSE,No go. No openings for that room 'til after thanksgiving without an upcharge.
FALSE,"said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!"
FALSE,"I just got home babe, are you still awake ?"
FALSE,"I can't, I don't have her number!"
FALSE,Yup but not studying surfing lor. I'm in e lazy mode today.
FALSE,I cant pick the phone right now. Pls send a message
FALSE,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
FALSE,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
FALSE,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
FALSE,Boy you best get yo ass out here quick
TRUE,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\"""""
TRUE,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
FALSE,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
FALSE,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
FALSE,Ball is moving a lot.will spin in last :)so very difficult to bat:)
TRUE,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
FALSE,"Haha better late than ever, any way I could swing by?"
FALSE,I know you are. Can you pls open the back?
FALSE,Once free call me sir. I am waiting for you.
FALSE,"Since when, which side, any fever, any vomitin."
FALSE,Glad to see your reply.
